Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.84,0.24,0.0,2.06,,5,414,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.58,0.32,0.0,0.72,,5,215,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.84,0.23,0.0,40.86,,5,13,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.83,0.22,0.0,27.82,,3,15,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.82,0.18,0.0,4.02,42.77,3,288,22,MLP,IID,AG_NEWS,0.26,0.9212,0.6524,0.1252,1.58,0.539,0.4171,0.8103,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.11
Client 1,2,4.93,0.24,0.0,1.99,,5,355,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.78,0.2,0.0,1.88,,5,217,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.3,0.23,0.0,36.04,,5,16,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,2.14,0.14,0.0,35.88,,3,29,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,8.84,0.18,0.0,4.0,39.06,3,278,25,MLP,IID,AG_NEWS,0.16,0.9527,0.8449,0.08,1.25,0.6455,0.5787,0.636,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.21
