Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.3,0.07,0.0,0.55,,5,269,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.7,0.31,0.0,0.66,,5,149,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.48,0.24,0.0,32.66,,5,9,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.46,0.09,0.0,43.48,,3,5,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.48,0.2,0.0,0.57,46.08,3,183,23,MLP,IID,AG_NEWS,0.34,0.8921,0.7968,0.1779,1.23,0.6483,0.5892,0.6595,,"{OFF,OFF,OFF,OFF,OFF,OFF}",55.7
Client 1,2,2.83,0.07,0.0,0.52,,5,239,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.3,0.19,0.0,0.77,,5,160,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.1,0.24,0.0,34.69,,5,12,27,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,0.82,0.01,0.0,29.45,,3,9,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,2.86,0.2,0.0,0.58,37.8,3,174,26,MLP,IID,AG_NEWS,0.2,0.9386,0.9042,0.0983,1.05,0.742,0.699,0.4877,,"{OFF,OFF,OFF,OFF,OFF,OFF}",46.37
Client 1,3,2.29,0.07,0.0,0.47,,5,239,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.74,0.14,0.0,0.29,,5,248,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.15,0.19,0.0,21.65,24.77,5,20,32,MLP,IID,AG_NEWS,0.19,0.9434,0.9241,0.0838,0.58,0.8237,0.8064,0.2985,,"{ON,OFF,ON,OFF,OFF,ON}",35.43
